history_id,station_name,province,lon,lat,elev (m),annual_rain (mm)
3053,ALTAWAN,AB,-110.014,49.2453,945,216
3067,MANYBERRIES CDA,AB,-110.467,49.1167,934,224
3096,BANFF,AB,-115.567,51.1833,1384,287
3101,BEAVER MINES,AB,-114.177,49.4672,1257,385
3103,BIGHORN DAM,AB,-116.333,52.3167,1341,338
3123,COLEMAN,AB,-114.583,49.6333,1341,385
3135,ELBOW RS,AB,-114.7,50.9,1400,404
3143,GHOST RS,AB,-114.933,51.3,1417,364
3153,JASPER,AB,-118.067,52.8833,1062,289
3159,KANANASKIS,AB,-115.035,51.0275,1391,391
3161,KANANASKIS POCATERRA,AB,-115.12,50.7125,1610,311
3167,LAKE LOUISE,AB,-116.217,51.4333,1524,263
3189,NORDEGG RS,AB,-116.05,52.5,1320,406
3195,PEKISKO,AB,-114.417,50.3667,1439,369
3238,WATERTON RIVER CABIN,AB,-113.833,49.1167,1281,450
3264,ATHABASCA 2,AB,-113.54,54.8217,626,354
3275,BAPTISTE LAKE,AB,-113.533,54.7333,575,360
3286,BRULE BLACK CAT,AB,-117.867,53.35,1036,411
3289,CALLING LAKE RS,AB,-113.183,55.25,598,347
3290,CAMPSIE,AB,-114.678,54.1322,671,347
3307,CROSS LAKE,AB,-113.914,54.6328,655,413
3324,ENTRANCE,AB,-117.7,53.3667,991,371
3336,FORT MCMURRAY A,AB,-111.217,56.65,369,328
3358,HIGHWAY,AB,-115.533,53.9167,823,438
3367,JASPER EAST GATE,AB,-117.817,53.2333,1003,435
3371,KAYBOB 3,AB,-116.631,54.1139,1003,431
3411,PADDLE RIVER,AB,-114.75,54.0333,655,382
3423,ROBB RS,AB,-116.967,53.2333,1130,444
3427,RONAN,AB,-115.25,53.8833,732,403
3441,SHINING BANK,AB,-115.967,53.85,829,399
3476,WHITECOURT A,AB,-115.787,54.1439,782,418
3498,FORT ASSINIBOINE,AB,-114.917,54.3667,671,418
3508,BEAVERLODGE CDA,AB,-119.4,55.2,745,304
3552,ELMWORTH CDA EPF,AB,-119.75,55.1,754,333
3553,EUREKA RIVER,AB,-118.733,56.4833,665,291
3554,FAIRVIEW,AB,-118.383,56.0667,670,310
3566,FORT CHIPEWYAN A,AB,-111.117,58.7667,232,251
3584,GRANDE PRAIRIE A,AB,-118.885,55.1797,669,310
3595,HIGH LEVEL A,AB,-117.165,58.6214,338,258
3644,NOTIKEWIN EAST,AB,-117.567,57.0167,465,271
3651,PEACE RIVER A,AB,-117.447,56.2269,571,277
3682,SIMONETTE,AB,-117.741,54.4247,884,431
3707,VALLEYVIEW RS,AB,-117.267,55.0667,762,348
3710,WABASCA RS,AB,-113.833,55.9667,545,344
3712,WANHAM CDA,AB,-118.383,55.7833,561,310
3734,CLEARDALE,AB,-119.483,56.3333,643,305
3742,COLD LAKE A,AB,-110.283,54.4167,541,328
3752,AMULET,SK,-104.733,49.6167,728,297
3753,ARCOLA CDA EPF,SK,-102.533,49.6333,604,316
3754,ATWATER,SK,-102.217,50.8167,536,334
3758,BALCARRES,SK,-103.617,50.7833,576,308
3759,BANGOR,SK,-102.283,50.9,526,317
3766,BROADVIEW,SK,-102.571,50.3681,600,311
3770,BUFFALO POUND LAKE,SK,-105.383,50.55,588,300
3775,CARLYLE,SK,-102.267,49.6333,631,334
3776,CARNDUFF,SK,-101.75,49.2167,515,369
3783,COTE,SK,-101.783,51.5167,450,339
3786,CUPAR,SK,-104.267,50.85,556,320
3789,DAHINDA,SK,-105.033,49.7333,716,310
3790,DAVIDSON,SK,-105.983,51.2667,619,277
3798,DAVIN 6,SK,-104.15,50.3667,648,520
3800,DILKE,SK,-105.167,50.8667,521,275
3802,DUVAL,SK,-104.867,51.1833,584,317
3806,ESK,SK,-104.85,51.8,542,312
3808,ESTEVAN A,SK,-102.967,49.2167,580,335
3814,FENWOOD,SK,-103.067,51.15,625,352
3815,FERTILE,SK,-101.448,49.3395,511,367
3825,GOOD SPIRIT LAKE,SK,-102.667,51.5,484,356
3830,HANDSWORTH,SK,-102.867,49.8333,678,340
3834,HOLDFAST,SK,-105.517,51,544,324
3837,HUMBOLDT,SK,-105.117,52.2667,549,309
3839,INDIAN HEAD CDA,SK,-103.65,50.55,579,313
3840,INDIAN HEAD PFRA,SK,-103.683,50.5,604,308
3844,KELLIHER,SK,-103.753,51.2574,676,343
3847,KIPLING,SK,-102.733,50.2,671,340
3852,KUROKI,SK,-103.45,52,585,310
3854,LAKE ALMA,SK,-104.25,49.0667,724,318
3857,LANGENBURG,SK,-101.717,50.9,517,345
3858,LAST MOUNTAIN CS,SK,-105.25,51.4167,497,285
3863,LEROY,SK,-104.633,52,535,340
3866,LIPTON,SK,-103.767,50.85,602,318
3867,LIPTON 2,SK,-103.889,51.1522,640,362
3869,LUMSDEN,SK,-104.867,50.65,497,289
3872,MACOUN,SK,-103.233,49.2333,571,406
3875,MARGO,SK,-103.333,51.8333,544,314
3877,MARYFIELD,SK,-101.517,49.8333,576,353
3881,MIDALE,SK,-103.4,49.4,582,307
3884,MOOSE JAW A,SK,-105.567,50.3333,577,271
3890,MOOSOMIN,SK,-101.667,50.1333,576,382
3892,MUENSTER,SK,-105,52.3333,580,312
3894,NOKOMIS,SK,-105,51.5167,524,297
3898,ORMISTON,SK,-105.367,49.7167,686,269
3901,OXBOW,SK,-102.117,49.3167,576,330
3904,PARKERVIEW,SK,-103.265,51.4032,637,357
3907,PASWEGIN,SK,-103.917,51.9833,533,323
3914,QUINTON,SK,-104.417,51.35,630,319
3915,RADVILLE,SK,-104.283,49.5,633,321
3918,RAYMORE,SK,-104.583,51.5667,564,289
3928,REGINA CDA,SK,-104.567,50.4,573,284
3931,REGINA GILMOUR,SK,-104.833,50.5667,556,311
3942,ROCANVILLE,SK,-101.55,50.4667,479,338
3947,SEMANS,SK,-104.733,51.4167,562,290
3962,TUGASKE,SK,-106.3,50.8833,607,283
3972,WATROUS,SK,-105.467,51.6667,541,334
3977,WEYBURN,SK,-103.833,49.65,570,325
3979,WHITEWOOD,SK,-102.267,50.35,598,344
3980,WILCOX,SK,-104.333,50.1667,585,296
3981,WILLMAR,SK,-102.5,49.4167,594,345
3985,WYNYARD,SK,-104.2,51.7667,561,304
3987,YELLOW GRASS,SK,-104.183,49.8167,580,326
3992,YORKTON A,SK,-102.467,51.2667,498,330
3999,ZEHNER,SK,-104.4,50.6333,683,322
4006,ABBEY,SK,-108.783,50.7,695,241
4008,ALSASK HARDENE,SK,-109.85,51.3333,658,235
4009,ANEROID,SK,-107.3,49.7167,754,264
4010,ASSINIBOIA,SK,-105.967,49.7333,724,289
4012,BEECHY,SK,-107.311,50.832,660,276
4021,CHAPLIN,SK,-106.65,50.4667,672,275
4022,CODERRE,SK,-106.367,50.1333,685,286
4026,CYPRESS HILLS,SK,-109.467,49.6667,1196,348
4028,EASTLEIGH,SK,-106.183,50.2833,709,285
4033,ELROSE,SK,-108.033,51.1333,610,274
4034,ESTON,SK,-108.767,51.15,680,228
4040,GOLDEN PRAIRIE,SK,-109.8,50.1833,747,263
4041,GRAVELBOURG,SK,-106.55,49.8833,700,257
4045,GULL LAKE CDA EPF,SK,-108.467,49.95,907,269
4049,HIGH POINT,SK,-107.935,50.9786,647,296
4054,INGEBRIGHT LAKE,SK,-109.35,50.3667,701,235
4056,KINCAID,SK,-107,49.6667,739,261
4057,KLINTONEL,SK,-108.917,49.6833,1074,273
4061,LAFLECHE,SK,-106.567,49.65,750,292
4063,LEADER 2,SK,-109.533,50.8833,674,262
4070,MAPLE CREEK NORTH,SK,-109.467,50,764,272
4078,PALMER,SK,-106.35,49.8667,727,250
4080,PENNANT,SK,-108.233,50.5333,730,261
4086,ROCK POINT,SK,-107.263,51.1539,725,298
4089,SHACKLETON CDA EPF,SK,-108.683,50.6833,709,268
4090,SHAMROCK,SK,-106.717,50.1833,741,255
4093,SHAUNAVON 2,SK,-108.417,49.65,914,263
4094,SHAUNAVON 3,SK,-108.417,49.9,892,285
4095,STEWART VALLEY,SK,-107.8,50.6,727,327
4096,STRONGFIELD,SK,-106.6,51.3333,614,290
4100,SWIFT CURRENT A,SK,-107.683,50.3,817,263
4103,SWIFT CURRENT CDA,SK,-107.733,50.2667,825,257
4108,WOODROW,SK,-106.783,49.5667,730,284
4116,CLAYDON,SK,-109.1,49.1333,975,289
4117,CLIMAX,SK,-108.383,49.2,939,251
4120,CORONACH,SK,-105.517,49.1167,773,315
4133,FRONTIER,SK,-108.567,49.2,901,283
4136,MANKOTA,SK,-107.024,49.0992,830,258
4145,TREELON,SK,-108.383,49,902,278
4146,VAL-MARIE,SK,-107.848,49.37,808,256
4152,WEST POPLAR RIVER,SK,-106.383,49,876,286
4162,BICKLEIGH,SK,-108.407,51.2944,676,284
4163,BIGGAR,SK,-107.983,52.0667,671,267
4164,BUTTE ST PIERRE,SK,-109.2,53.45,572,290
4178,HILLMOND,SK,-109.723,53.4422,584,311
4181,KERROBERT,SK,-109.048,51.9717,666,263
4184,KINDERSLEY A,SK,-109.183,51.5167,694,269
4200,NORTH BATTLEFORD A,SK,-108.256,52.7719,548,277
4204,PAYNTON,SK,-108.95,53.0167,561,293
4217,SCOTSTOWN,SK,-109.4,52.3833,685,272
4218,SCOTT CDA,SK,-108.835,52.3597,660,269
4230,WASECA,SK,-109.404,53.1309,638,315
4240,CAMEO,SK,-106.55,53.2833,488,306
4254,HAFFORD,SK,-107.367,52.7167,587,283
4257,HARRIS,SK,-107.583,51.7333,578,279
4266,LENEY,SK,-107.517,51.8833,556,242
4272,MELFORT CDA,SK,-104.6,52.8167,480,294
4280,OUTLOOK PFRA,SK,-107.05,51.4833,541,257
4282,PILGER,SK,-105.15,52.4167,552,322
4285,PRINCE ALBERT A,SK,-105.667,53.2167,428,324
4305,SASKATOON SRC,SK,-106.6,52.15,497,273
4307,SASKATOON WATER TP,SK,-106.683,52.1167,483,285
4326,BIG RIVER,SK,-107.033,53.8333,503,320
4332,BUFFALO NARROWS A,SK,-108.433,55.8333,434,323
4337,CIGAR LAKE,SK,-104.483,58.0833,467,361
4357,ISLAND FALLS,SK,-102.35,55.5333,299,354
4363,KEY LAKE,SK,-105.617,57.25,509,318
4369,LA RONGE A,SK,-105.267,55.15,379,364
4373,LOON LAKE CDA EPF,SK,-109.1,54.05,543,320
4378,MEADOW LAKE A,SK,-108.517,54.1333,481,319
4400,WASKESIU LAKE,SK,-106.083,53.9167,532,312
4401,WHITESAND DAM,SK,-103.15,56.2333,344,356
4407,AYLSHAM,SK,-103.8,53.2,362,350
4408,CHOICELAND,SK,-104.483,53.5,442,328
4409,CODETTE ELKHORN,SK,-104.167,53.25,398,317
4416,LOST RIVER,SK,-104.333,53.2833,375,316
4418,NIPAWIN A,SK,-104,53.3333,372,335
4454,MCKAGUE 2,SK,-103.833,52.5833,543,352
4456,PELLY,SK,-101.867,52.0833,509,390
4457,PELLY 2,SK,-101.9,51.7333,499,388
4459,PORCUPINE PLAIN,SK,-103.15,52.65,465,333
4466,BALDUR,MB,-99.2924,49.2764,450,410
4470,BELMONT,MB,-99.45,49.3,482,422
4471,BINSCARTH,MB,-101.267,50.5833,526,371
4473,BIRTLE,MB,-101.05,50.4333,522,362
4474,BOGGY CREEK,MB,-101.391,51.5386,609,398
4475,BRANDON A,MB,-99.9519,49.91,409,367
4477,BRANDON CDA,MB,-99.9833,49.8667,363,362
4489,CYPRESS RIVER,MB,-99.0833,49.55,374,408
4491,DELORAINE,MB,-100.5,49.1833,501,358
4501,ELKHORN 2 EAST,MB,-101.203,49.9267,498,390
4506,HAMIOTA 2,MB,-100.6,50.1833,520,365
4520,MINNEDOSA,MB,-99.8333,50.2667,521,378
4524,OAKNER,MB,-100.633,50.1,503,368
4526,PIERSON,MB,-101.267,49.1833,469,342
4531,PORTAGE SOUTHPORT A,MB,-98.2667,49.9,270,396
4532,PORTAGE LA PRAIRIE CDA,MB,-98.2667,49.95,259,441
4533,PORTAGE LA PRAIRIE 2,MB,-98.3167,49.9833,261,380
4546,ROSSBURN,MB,-100.817,50.6667,590,385
4548,RUSSELL,MB,-101.283,50.7667,567,343
4550,ST ALPHONSE,MB,-99.0167,49.45,403,411
4552,SANDY LAKE,MB,-100.1,50.5,625,355
4561,SOMERSET,MB,-98.6167,49.45,488,409
4565,STRATHCLAIR,MB,-100.4,50.4,579,355
4575,TURTLE MOUNTAIN 6,MB,-100.317,49.3,503,388
4578,VIRDEN,MB,-100.95,49.8333,445,354
4581,WASAGAMING,MB,-99.9419,50.655,627,375
4588,RIVERS PETTAPIECE,MB,-100.179,50.1082,488,379
4590,ROSSBURN 4 NORTH,MB,-100.817,50.75,610,399
4592,ALTONA,MB,-97.55,49.1,248,420
4600,CARMAN,MB,-98.15,49.4333,282,424
4609,DEERWOOD,MB,-98.3167,49.4,338,410
4615,ELM CREEK,MB,-98.0167,49.7167,252,398
4616,EMERSON,MB,-97.1833,49.0333,238,441
4619,FANNYSTELLE,MB,-97.8667,49.8,244,397
4623,GLENLEA,MB,-97.1167,49.65,234,438
4626,GRAYSVILLE,MB,-98.1667,49.5,284,410
4627,GREEN RIDGE,MB,-96.9833,49.1667,252,441
4629,GROSSE ISLE,MB,-97.4333,50.05,245,394
4632,HOLLAND,MB,-98.875,49.6061,375,407
4635,KILLARNEY,MB,-99.65,49.1833,496,381
4644,MARQUETTE,MB,-97.8071,50.0134,244,421
4647,MIAMI ORCHARD,MB,-98.2833,49.3667,330,408
4648,MIAMI THIESSEN,MB,-98.25,49.45,297,423
4651,MORDEN CDA,MB,-98.0833,49.1833,298,415
4656,MORRIS 2,MB,-97.4833,49.4333,238,428
4657,MYRTLE,MB,-97.7833,49.4,248,415
4658,MYRTLE 2,MB,-97.7667,49.3333,252,411
4663,NIVERVILLE,MB,-97.05,49.6,237,389
4664,OAKBANK,MB,-96.85,49.9333,246,501
4666,PEACE GARDENS,MB,-100.05,49,693,440
4674,PILOT MOUND (AUT),MB,-98.9049,49.191,470,395
4677,PINEY,MB,-96.0058,49.0309,326,507
4678,PLUM COULEE,MB,-97.8,49.05,265,417
4679,RATHWELL,MB,-98.55,49.6833,324,387
4690,ST CLAUDE,MB,-98.3667,49.65,311,420
4694,ST LABRE,MB,-96.035,49.3525,352,488
4700,SELKIRK,MB,-96.8681,50.1672,226,422
4702,SPERLING,MB,-97.7,49.5,243,405
4704,SPRAGUE,MB,-95.6,49.0167,329,491
4705,STARBUCK,MB,-97.6167,49.7333,238,434
4706,STEINBACH,MB,-96.7667,49.5333,254,444
4707,STONEWALL,MB,-97.3333,50.1167,252,412
4709,STONY MOUNTAIN,MB,-97.1667,50.1167,236,429
4715,TURTLE MOUNTAIN 11,MB,-100.117,49.1333,579,391
4763,ARBORG,MB,-97.0833,50.9333,224,404
4766,BEAUSEJOUR 2,MB,-96.4667,50.0333,251,436
4772,BISSETT,MB,-95.7,51.0333,259,427
4781,FISHER BRANCH,MB,-97.55,51.1,247,388
4782,FISHER BRANCH SOUTH,MB,-97.5283,51.0528,259,404
4796,GRAND RAPIDS HYDRO,MB,-99.2833,53.1581,223,388
4797,GREAT FALLS,MB,-96,50.4667,249,378
4802,HODGSON 2,MB,-97.4651,51.1861,232,413
4804,INDIAN BAY,MB,-95.1972,49.6239,327,488
4810,NARCISSE,MB,-97.65,50.6667,271,402
4814,PINAWA WNRE,MB,-96.0583,50.1806,267,469
4815,PINE DOCK,MB,-96.8,51.6333,220,434
4816,PINE FALLS,MB,-96.2167,50.5667,231,422
4827,OSTENFELD,MB,-96.4833,49.8167,274,491
4830,ALONSA,MB,-99.05,50.8333,274,421
4832,ASHERN,MB,-98.3667,51.1333,263,376
4838,BEAVER,MB,-98.7,50.05,268,415
4843,DAUPHIN A,MB,-100.05,51.1,305,370
4848,DELTA MARSH CS,MB,-98.3822,50.1826,248,398
4859,GILBERT PLAINS,MB,-100.467,51.1,404,384
4862,COWAN,MB,-100.65,52.0333,366,457
4870,GRASS RIVER,MB,-98.9667,50.5167,270,370
4882,LANGRUTH,MB,-98.55,50.4,250,413
4885,LUNDAR,MB,-97.9333,50.75,267,377
4888,MACDONALD,MB,-98.5,50.1667,250,399
4892,MAFEKING,MB,-101.098,52.6664,325,481
4905,NEEPAWA WATER,MB,-99.4667,50.2167,358,394
4909,OCHRE RIVER,MB,-99.7833,51.0667,280,409
4919,ST AMBROISE,MB,-98.0333,50.2333,252,373
4921,STE ROSE,MB,-99.3833,51.0333,274,374
4924,SWAN RIVER,MB,-101.217,52.05,347,376
4925,SWAN RIVER 2,MB,-101.183,51.9833,412,396
4927,VOGAR,MB,-98.75,50.9167,250,384
4928,MCCREARY,MB,-99.53,50.7119,351,416
4938,FLIN FLON,MB,-101.883,54.7667,320,346
4939,FLIN FLON A,MB,-101.683,54.6833,304,347
4945,PASQUIA PROJECT,MB,-101.533,53.7167,262,329
4947,THE PAS A,MB,-101.1,53.9667,270,340
4954,BROCHET A,MB,-101.681,57.8862,346,291
4957,CHURCHILL A,MB,-94.0664,58.7392,29,247
4966,CROSS LAKE JENPEG,MB,-98.0303,54.5397,219,343
4970,GILLAM A,MB,-94.7106,56.3575,145,320
4976,ISLAND LAKE A,MB,-94.65,53.85,236,393
4988,LYNN LAKE A,MB,-101.076,56.8639,357,326
5018,THOMPSON A,MB,-97.8625,55.8033,224,359
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,359
5030,NORWAY HOUSE FORESTRY,MB,-97.8,54,217,339
5034,BIG TROUT LAKE,ON,-89.8667,53.8333,224,387
5039,EAR FALLS,ON,-93.2167,50.6333,361,496
5044,LANSDOWNE HOUSE,ON,-87.8833,52.2333,255,461
5060,RED LAKE A,ON,-93.7931,51.0669,386,495
5072,BARWICK,ON,-93.9667,48.6333,335,554
5080,FORT FRANCES,ON,-93.4167,48.6167,343,576
5081,FORT FRANCES A,ON,-93.4333,48.65,342,586
5085,MINE CENTRE,ON,-92.6167,48.7667,343,582
5090,SLEEMAN,ON,-94.4167,48.7167,335,535
5098,DRYDEN,ON,-92.8333,49.7833,372,560
5099,DRYDEN A,ON,-92.75,49.8333,413,546
5110,KENORA A,ON,-94.3653,49.7903,410,532
5117,RAWSON LAKE,ON,-93.7167,49.65,358,547
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,546
5147,CAMERON FALLS,ON,-88.35,49.15,229,590
5157,GERALDTON A,ON,-86.9306,49.7828,348,554
5163,FLINT,ON,-89.6833,48.35,274,574
5182,MANITOUWADGE,ON,-85.8,49.15,332,564
5224,THUNDER BAY A,ON,-89.3272,48.3694,199,547
5239,WHITEFISH LAKE,ON,-89.9167,48.2833,399,581
5243,THUNDER BAY WPCP,ON,-89.2333,48.4,184,551
5263,HORNEPAYNE,ON,-84.8,49.2333,329,427
5281,SAULT STE MARIE 2,ON,-84.3333,46.5333,212,672
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,644
5296,WAWA A,ON,-84.7833,47.9667,287,708
5300,BISCOTASING,ON,-82.1,47.3,407,568
5304,CHAPLEAU A,ON,-83.3467,47.82,448,557
5308,CONISTON STP,ON,-80.85,46.4833,268,619
5316,MASSEY,ON,-82.0247,46.1931,200,703
5320,MONETVILLE,ON,-80.307,46.1425,221,717
5329,SUDBURY A,ON,-80.7978,46.6256,348,656
5333,TURBINE,ON,-81.5667,46.3833,206,645
5340,COCHRANE,ON,-81.0333,49.0667,275,597
5346,EARLTON A,ON,-79.85,47.7,243,565
5348,ENGLEHART,ON,-79.9,47.8167,252,606
5356,IROQUOIS FALLS,ON,-80.6667,48.75,259,567
5357,ISLAND FALLS,ON,-81.3833,49.5833,213,537
5358,KAPUSKASING CDA,ON,-82.4333,49.4,218,571
5359,KAPUSKASING A,ON,-82.4675,49.4139,227,562
5364,KIRKLAND LAKE,ON,-80,48.15,324,585
5370,MATTICE TCPL,ON,-83.1667,49.6,233,529
5375,MOOSONEE UA,ON,-80.65,51.2667,10,509
5386,PORCUPINE ONT HYDRO,ON,-81.2667,48.4667,299,555
5390,SMOKY FALLS,ON,-82.1667,50.0667,183,533
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,572
5406,CRYSTAL FALLS,ON,-79.8667,46.45,227,670
5408,DWIGHT,ON,-78.9,45.3833,404,848
5409,FRENCH R CHAUDIERE DAM,ON,-80.0167,46.1333,198,702
5413,MADAWASKA,ON,-77.9833,45.5,316,644
5418,NORTH BAY A,ON,-79.4228,46.3636,370,761
5431,GORE BAY A,ON,-82.5667,45.8833,194,614
5440,SOUTH BAYMOUTH,ON,-82.0167,45.5833,182,625
5449,ARNPRIOR GRANDON,ON,-76.3667,45.4167,107,634
5453,AVONMORE,ON,-74.9708,45.17,91,788
5461,BROCKVILLE PCC,ON,-75.6667,44.6,96,800
5467,CATARAQUI TS,ON,-76.6167,44.3667,145,787
5468,CHALK RIVER AECL,ON,-77.3667,46.05,122,662
5469,CHATS FALLS,ON,-76.2333,45.4667,94,582
5470,CHENAUX,ON,-76.6833,45.5833,84,633
5474,CLAYBANK,ON,-76.4,45.4167,107,600
5477,COMBERMERE,ON,-77.6167,45.3667,287,652
5480,CORNWALL,ON,-74.7489,45.0156,64,780
5484,CORNWALL ONT HYDRO,ON,-74.8,45.0333,76,760
5490,DALHOUSIE MILLS,ON,-74.4667,45.3167,69,807
5504,GLENBURNIE,ON,-76.5,44.3333,114,868
5505,GLEN GORDON,ON,-74.5333,45.1667,53,722
5511,DRUMMOND CENTRE,ON,-76.2528,45.0322,145,721
5515,HARTINGTON IHD,ON,-76.6903,44.4281,160,801
5519,KEMPTVILLE,ON,-75.6333,45,99,731
5524,KINGSTON A,ON,-76.5967,44.2186,92,789
5531,KINGSTON PUMPING STATION,ON,-76.4806,44.2439,77,757
5539,LYNDHURST SHAWMERE,ON,-76.0833,44.5167,87,810
5553,MORRISBURG,ON,-75.1883,44.9236,82,789
5570,OTTAWA CDA,ON,-75.7167,45.3833,79,725
5596,PETAWAWA NAT FORESTRY,ON,-77.4333,45.9833,183,631
5599,PURDY,ON,-77.7167,45.3167,491,653
5601,RENFREW,ON,-76.7,45.4833,130,612
5619,RUSSELL,ON,-75.3595,45.2628,76,766
5620,ST. ALBERT,ON,-75.0636,45.2872,80,873
5628,SOUTH MOUNTAIN,ON,-75.4833,44.9667,85,706
5646,ALLISTON NELSON,ON,-79.8722,44.1514,221,680
5657,BARRIE WPCC,ON,-79.6897,44.3758,221,699
5659,BEATRICE 2,ON,-79.4,45.1333,297,885
5681,CHATSWORTH,ON,-80.9056,44.395,305,811
5684,COLDWATER WARMINSTER,ON,-79.5389,44.6311,285,720
5690,COOKSTOWN,ON,-79.6947,44.2067,244,662
5694,DUNCHURCH,ON,-79.8833,45.6167,268,822
5695,DURHAM,ON,-80.8167,44.1833,384,786
5698,ESSA ONT HYDRO,ON,-79.8167,44.35,216,653
5705,HANOVER,ON,-81.0058,44.1164,270,788
5714,HUNTSVILLE WPCP,ON,-79.1667,45.35,321,729
5729,MIDHURST,ON,-79.7667,44.45,226,663
5730,MIDLAND WATER POLLUTION CONTROL PLANT,ON,-79.8753,44.7578,180,712
5735,MUSKOKA A,ON,-79.3,44.9667,282,786
5743,ORILLIA TS,ON,-79.4167,44.6167,220,738
5747,OWEN SOUND MOE,ON,-80.9333,44.5833,179,754
5759,POWASSAN,ON,-79.25,46.1167,274,742
5761,PRICEVILLE,ON,-80.6378,44.2036,472,817
5762,PROTON STATION,ON,-80.5167,44.1667,480,753
5773,SHANTY BAY,ON,-79.6328,44.3995,250,697
5793,UDORA,ON,-79.1614,44.2625,262,717
5808,WIARTON A,ON,-81.1072,44.7458,222,738
5820,THORNBURY SLAMA,ON,-80.4853,44.5736,213,698
5828,BLYTH,ON,-81.3836,43.7183,351,830
5829,BRUCEFIELD,ON,-81.55,43.55,259,794
5841,COURTRIGHT,ON,-82.4517,42.7639,186,750
5845,EXETER,ON,-81.5,43.35,262,785
5863,LUCKNOW,ON,-81.5,43.95,290,757
5870,PAISLEY,ON,-81.3667,44.2667,244,767
5873,PETROLIA TOWN,ON,-82.1667,42.8833,201,794
5880,SARNIA AIRPORT,ON,-82.3047,42.9922,181,731
5897,WROXETER,ON,-81.1522,43.8633,335,772
5900,THEDFORD,ON,-81.8558,43.1756,200,798
5901,AMHERSTBURG,ON,-83.0945,42.1034,182,850
5917,CHATHAM WPCP,ON,-82.2153,42.39,180,792
5921,DELHI CDA,ON,-80.55,42.8667,232,840
5923,DRESDEN,ON,-82.1833,42.5833,183,743
5926,DUNNVILLE PUMPING STN,ON,-79.6167,42.8333,175,795
5934,FORT ERIE,ON,-78.9667,42.8833,180,857
5942,HAGERSVILLE,ON,-80.0667,42.9667,221,811
5944,HARROW CDA,ON,-82.9,42.0333,191,793
5948,KINGSVILLE MOE,ON,-82.6739,42.0431,200,773
5958,NEW GLASGOW,ON,-81.6361,42.5145,198,824
5959,NIAGARA FALLS,ON,-79.0833,43.1333,183,790
5977,PORT COLBORNE,ON,-79.25,42.8833,175,829
5980,PORT DALHOUSIE,ON,-79.2667,43.1833,91,765
5983,PORT STANLEY,ON,-81.2167,42.6667,183,880
5992,RIDGEVILLE,ON,-79.325,43.0417,236,734
5996,ST CATHARINES A,ON,-79.1667,43.2,98,746
6000,ST CATHARINES POWER GLEN,ON,-79.25,43.1167,122,733
6003,ST THOMAS WPCP,ON,-81.205,42.7683,209,860
6004,ST WILLIAMS,ON,-80.45,42.7,213,875
6018,TILLSONBURG WWTP,ON,-80.7217,42.8553,213,859
6022,VINELAND RITTENHOUSE,ON,-79.4167,43.1667,95,756
6023,VINELAND STATION,ON,-79.4,43.1833,79,720
6027,WALLACEBURG,ON,-82.4,42.5833,177,739
6032,WATERFORD,ON,-80.2333,42.8833,223,808
6033,WELLAND,ON,-79.2611,42.9925,175,825
6038,WINDSOR A,ON,-82.9556,42.2756,190,814
6063,BRANTFORD MOE,ON,-80.2333,43.1333,196,739
6068,CAMBRIDGE GALT MOE,ON,-80.3167,43.3333,268,760
6069,CAMBRIDGE-STEWART,ON,-80.3,43.35,289,842
6074,CULLODEN EASEY,ON,-80.8467,42.8895,280,895
6077,DORCHESTER,ON,-81.0328,43.002,271,878
6085,EMBRO INNES,ON,-80.9333,43.25,358,846
6087,FERGUS SHAND DAM,ON,-80.3303,43.7347,418,782
6088,FERGUS MOE,ON,-80.3789,43.7017,396,756
6089,FOLDENS,ON,-80.7808,43.0184,328,829
6092,GLEN ALLAN,ON,-80.7103,43.6839,400,789
6108,ILDERTON BEAR CREEK,ON,-81.4333,43.05,267,824
6124,LONDON SHARON DRIVE,ON,-81.2833,43.0333,274,805
6132,MONTICELLO,ON,-80.4,43.9667,482,749
6145,PRESTON,ON,-80.4167,43.4,291,786
6151,ROSEVILLE,ON,-80.4736,43.3536,328,784
6156,SCOTLAND,ON,-80.4278,43.0008,247,842
6159,STRATFORD WWTP,ON,-81.0047,43.3689,345,805
6161,STRATHROY,ON,-81.65,42.95,229,767
6168,WATERLOO WPCP,ON,-80.5167,43.4833,328,768
6169,WATERLOO WELLINGTON A,ON,-80.3833,43.45,317,761
6172,WESTMINSTER TWP WPCP,ON,-81.2167,42.9167,259,813
6173,WOODSTOCK,ON,-80.7706,43.1361,282,817
6182,ALBION,ON,-79.8333,43.9333,274,680
6183,ALBION FIELD CENTRE,ON,-79.8333,43.9167,282,651
6192,BELLEVILLE,ON,-77.3947,44.1506,76,736
6196,BLOOMFIELD,ON,-77.2167,43.9833,91,774
6200,BOWMANVILLE MOSTERT,ON,-78.6667,43.9167,99,755
6216,BURKETON MCLAUGHLIN,ON,-78.8,44.0333,312,769
6222,BURLINGTON TS,ON,-79.8333,43.3333,99,744
6230,CAMPBELLFORD,ON,-77.8,44.3,146,684
6236,CENTREVILLE,ON,-76.9078,44.4034,150,815
6239,CLAREMONT,ON,-79.0667,43.95,175,732
