history_id,station_name,province,lon,lat,elev (m),TJan2.5 (degC),TJan1.0 (degC)
6613,BANCROFT AUTO,ON,-77.8789,45.0714,331,-29.3,-32.3
6620,BEAUPORT,QC,-71.1972,46.8369,10,-24.4,-26.5
6635,DESCHAMBAULT,QC,-71.9717,46.6908,61,-28.8,-31.7
6667,QUEBEC/JEAN LESAGE INTL A,QC,-71.3833,46.8,74,-26.5,-28.6
6710,SHAWINIGAN,QC,-72.7333,46.5633,110,-26,-27.8
6714,TROIS-RIVIERES,QC,-72.5161,46.3536,6,-24.6,-26.7
6731,LAC SAINT-PIERRE,QC,-72.9167,46.1833,16,-24.9,-26.7
6732,STE-FOY (U. LAVAL),QC,-71.2875,46.7803,91,-24.7,-27
6733,LEMIEUX,QC,-72.0608,46.3036,97,-29.7,-32.9
6734,QUEBEC/JEAN LESAGE INTL,QC,-71.3817,46.8036,60,-25.9,-28.5
6790,FRELIGHSBURG,QC,-72.85,45.0333,224,-25,-27.4
6806,VARENNES,QC,-73.3767,45.7231,18,-24.1,-26
6826,LENNOXVILLE,QC,-71.8236,45.3689,181,-26,-28.6
6835,MCTAVISH,QC,-73.5792,45.5047,73,-22.3,-23.9
6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,-23.8,-25.8
6847,MONTREAL-EST,QC,-73.5531,45.6347,50,-23.7,-25.3
6857,NICOLET,QC,-72.6572,46.2258,8,-25.6,-28.2
6888,STE-CLOTILDE,QC,-73.6789,45.1672,53,-25.1,-27.6
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,-24.6,-26.5
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,-28.6,-31.8
6971,THETFORD MINES RCS,QC,-71.2661,46.0492,430,-27,-28.8
6980,BEAUCEVILLE,QC,-70.785,46.205,229,-26.8,-29.2
6991,STE-ANNE-DE-BELLEVUE 1,QC,-73.9292,45.4272,39,-23.7,-25.4
6992,ST-ANICET 1,QC,-74.2894,45.1208,49,-25,-27.2
7021,HIGH FALLS,QC,-75.6481,45.8394,195,-26.4,-28.7
7037,MANIWAKI AIRPORT,QC,-75.9919,46.2747,200,-28.5,-30.7
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,-28.4,-30.5
7074,ST-JOVITE,QC,-74.5558,46.0803,239,-31.1,-33.5
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,-27.7,-29.6
7096,CHARLEVOIX (MRC),QC,-70.6375,47.2842,723,-28,-30.3
7098,CHEVERY,QC,-59.6394,50.465,8,-28.1,-29.7
7104,CAP-TOURMENTE,QC,-70.7808,47.0786,6,-24.3,-26.3
7109,FORET MONTMORENCY RCS,QC,-71.1483,47.3228,673,-31.4,-34.4
7120,HAVRE-SAINT-PIERRE A,QC,-63.6,50.2833,38,-26.9,-28.8
7136,LONGUE-POINTE-DE-MINGAN,QC,-64.2264,50.2714,11,-27.1,-29.2
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,-28.3,-30.4
7180,SEPT-ILES,QC,-66.25,50.2167,53,-28.5,-31.1
7194,POINTE-DES-MONTS,QC,-67.3811,49.3167,6,-24.8,-27
7203,POINTE NOIRE CS,QC,-66.4339,50.1625,24,-23.7,-25.6
7204,BAIE-COMEAU,QC,-68.1458,49.2592,130,-26.4,-28.6
7209,AMQUI,QC,-67.4347,48.4719,166,-26.7,-29.4
7234,CAP-MADELEINE,QC,-65.3247,49.2508,29,-21.4,-23
7248,GASPE A,QC,-64.4781,48.7769,34,-24.8,-26.8
7263,ILES DE LA MADELEINE,QC,-61.7747,47.4253,8,-16,-17.7
7265,LA POCATIERE,QC,-70.0319,47.3558,31,-23.2,-25.3
7273,MONT-JOLI A,QC,-68.2167,48.6,52,-24,-25.8
7281,NEW CARLISLE 1,QC,-65.3317,48.0119,46,-22.7,-24.9
7294,POINTE-AU-PERE (INRS),QC,-68.4683,48.5139,5,-22.3,-24.6
7299,PORT-MENIER,QC,-64.2933,49.8386,55,-23.9,-26.7
7305,RIVIERE-DU-LOUP,QC,-69.5486,47.8058,147,-25.1,-26.8
7353,CAP-CHAT,QC,-66.6544,49.1092,5,-22.5,-24.6
7357,BAGOTVILLE A,QC,-71,48.3333,159,-30.4,-32.4
7383,JONQUIERE,QC,-71.1425,48.425,136,-32,-34.5
7392,LATERRIERE,QC,-71.1292,48.3072,163,-30.6,-33.7
7400,NORMANDIN,QC,-72.5469,48.8417,137,-33.9,-37.9
7410,ROBERVAL A,QC,-72.2667,48.5167,179,-30.8,-32.9
7430,LA BAIE,QC,-70.9195,48.2981,152,-30.5,-33
7452,PARENT,QC,-74.6242,47.9222,445,-34.5,-37.5
7458,LA TUQUE,QC,-72.7875,47.4111,169,-31.5,-33.7
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,-26.6,-28.8
7485,ROUYN,QC,-79.0342,48.2458,318,-30.7,-33
7489,ROUYN A,QC,-78.8333,48.2167,301,-34,-36.2
7503,CHAPAIS,QC,-74.9753,49.8225,381,-35.8,-38.2
7508,CHIBOUGAMAU CHAPAIS A,QC,-74.5333,49.7667,387,-35,-37.2
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,-35.3,-36.9
7534,LA GRANDE IV A,QC,-73.6792,53.7572,306,-38.9,-41.1
7542,MATAGAMI,QC,-77.7931,49.7578,281,-34.6,-36.7
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,-36,-37.3
7597,INUKJUAK A,QC,-78.0769,58.4719,26,-34.2,-36.8
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,-35,-37.1
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,-36.3,-38.1
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,-36.6,-39.3
7652,BAS CARAQUET,NB,-64.8333,47.8022,5,-21.4,-23.4
7671,BUCTOUCHE CDA CS,NB,-64.7681,46.4303,36,-21.9,-24.4
7681,CHARLO A,NB,-66.3333,47.9833,40,-25.1,-26.7
7682,CHARLO AUTO,NB,-66.3342,47.99,42,-24.6,-26.8
7684,MIRAMICHI RCS,NB,-65.465,47.0094,33,-24.6,-27
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,-23.8,-25.8
7705,EDMUNDSTON,NB,-68.3245,47.4167,154,-31.3,-34.9
7707,FREDERICTON A,NB,-66.5279,45.8721,21,-24,-26.5
7709,FREDERICTON AQUATIC CENTRE C/S,NB,-66.6547,45.9642,8,-22.8,-26.2
7710,FREDERICTON CDA CS,NB,-66.6089,45.9203,35,-23,-26.3
7712,FUNDY PARK (ALMA) CS,NB,-64.95,45.6,43,-19.8,-21.9
7721,GRAND MANAN SAR CS,NB,-66.8019,44.7121,78,-18.6,-20.2
7746,KOUCHIBOUGUAC CS,NB,-65.0167,46.7833,21,-22.7,-25.2
7764,MISCOU ISLAND (AUT),NB,-64.4942,48.0089,4,-20.6,-22.7
7766,MONCTON A,NB,-64.6838,46.1053,71,-22.9,-25.1
7792,POINT LEPREAU CS,NB,-66.4492,45.0731,6,-19.4,-21.8
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,-22.6,-24.6
78217859,ST LEONARD COMPOSITE,NB,-67.8319,47.1578,242,-27.1,-28.9
7823,ST. STEPHEN,NB,-67.2529,45.2102,26,-22.9,-25.4
7879,BACCARO PT,NS,-65.4717,43.4508,5,-11.2,-12.5
7887,BEAVER ISLAND (AUT),NS,-62.3333,44.8167,16,-15.1,-17.2
7901,BRIER ISLAND,NS,-66.3467,44.2858,16,-12.7,-14
7911,CARIBOU POINT (AUT),NS,-62.6833,45.7667,2,-18,-20.2
7918,CHETICAMP CS,NS,-60.9472,46.645,44,-14.3,-16.2
7932,DEBERT,NS,-63.4667,45.4167,38,-21.2,-24.5
7951,GRAND ETANG,NS,-61.05,46.55,13,-14.3,-17
7953,GREENWOOD A,NS,-64.9167,44.9833,28,-17.6,-20
7965,HART ISLAND (AUT),NS,-60.9833,45.35,8,-14.5,-16.5
7973,INGONISH BEACH RCS,NS,-60.4064,46.6628,10,-14.8,-16.9
7979,KEJIMKUJIK 1,NS,-65.2031,44.4031,125,-17.5,-19.3
7983,KENTVILLE CDA CS,NS,-64.4833,45.0667,49,-17.5,-19.7
8004,LUNENBURG,NS,-64.2961,44.36,4,-14.5,-16.1
8012,MALAY FALLS,NS,-62.4833,44.9833,40,-20.9,-23.2
8020,MCNABS ISLAND (AUT),NS,-63.5333,44.6,15,-14.9,-16.7
8033,NAPPAN AUTO,NS,-64.2414,45.7596,20,-20.2,-22.7
8042,NORTHEAST MARGAREE (AUT),NS,-60.9759,46.3684,54,-16.8,-18.7
8044,NORTH MOUNTAIN CS,NS,-60.6722,46.8169,439,-16.6,-18.8
8047,UPPER STEWIACKE RCS,NS,-63.0553,45.2331,24,-20.8,-23.7
8053,PARRSBORO,NS,-64.3461,45.4133,31,-20.5,-22.7
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,-8.7,-10.3
8095,SHEARWATER A,NS,-63.5,44.6333,44,-17,-18.8
8096,SHEARWATER AUTO,NS,-63.5067,44.6364,53,-15.5,-17.4
8098,SHEARWATER JETTY,NS,-63.5233,44.6278,6,-14.4,-16.4
8122,SYDNEY A,NS,-60.0481,46.1667,62,-16.6,-18.6
8124,SYDNEY CS,NS,-60.0417,46.1633,63,-15.5,-17.7
8129,TRACADIE,NS,-61.6797,45.6084,67,-17.9,-20.1
8146,WESTERN HEAD,NS,-64.6642,43.99,10,-15.6,-17.7
8164,YARMOUTH A,NS,-66.0886,43.8308,43,-14,-15.7
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,-20.3,-22.7
8184,EAST POINT (AUT),PE,-61.9883,46.46,8,-18,-20.2
8201,NORTH CAPE,PE,-63.9986,47.0581,8,-19.1,-21.5
8204,ST. PETERS,PE,-62.5758,46.4503,30,-18,-20
8209,SUMMERSIDE,PE,-63.8381,46.4411,12,-20.2,-22.8
8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,-19.8,-21.7
8219,MAPLE PLAINS,PE,-63.5756,46.3028,46,-21.4,-24.1
8220,HARRINGTON CDA CS,PE,-63.1697,46.3436,53,-19.2,-20.8
8223,ARGENTIA (AUT),NL,-53.9933,47.2939,19,-11.6,-13.1
8227,BADGER (AUT),NL,-56.0667,48.9667,103,-25,-28.3
82378238,BONAVISTA COMPOSITE,NL,-53.1142,48.6672,26,-13.4,-15.1
82478249,BURGEO COMPOSITE,NL,-57.6167,47.6167,11,-14.6,-16.4
8276,CORNER BROOK,NL,-57.9167,48.9333,152,-16.2,-18
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,-19.4,-21.3
8283,DEER LAKE A,NL,-57.4,49.2167,22,-21.6,-25
8292,ENGLEE (AUT),NL,-56.1128,50.7211,30,-20.3,-22.3
8294,FEROLLE POINT (AUT),NL,-57.1,51.0167,6,-21.8,-23.6
8306,GANDER AIRPORT CS,NL,-54.5669,48.9461,151,-16.3,-18.2
8344,LA SCIE,NL,-55.6667,49.9167,194,-18.9,-20.7
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,-13.8,-15.2
8388,ROCKY HARBOUR CS,NL,-57.8778,49.57,68,-16.4,-18.1
8395,ST ANTHONY,NL,-56.1,51.3833,29,-22.2,-24.1
8407,ST LAWRENCE,NL,-55.3833,46.9167,49,-11.8,-13.2
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,-15.5,-17.4
8427,STEPHENVILLE RCS,NL,-58.5661,48.5614,58,-14.3,-15.6
8430,TERRA NOVA NAT PARK CS,NL,-53.9744,48.5569,107,-16.3,-18.2
8444,TWILLINGATE (AUT),NL,-54.8,49.6833,92,-14.8,-17
8454,WINTERLAND,NL,-55.3275,47.1364,29,-11.6,-12.7
8457,WRECKHOUSE,NL,-59.3083,47.7117,32,-12,-13.8
8458,GRATES COVE,NL,-52.9392,48.1719,46,-12.8,-14.7
8460,POOLS ISLAND,NL,-53.5811,49.1122,19,-16.1,-18.4
8482,CHURCHILL FALLS,NL,-64.0939,53.5578,440,-34.7,-36.4
8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,-35.8,-37.8
8497,NAIN,NL,-61.6833,56.55,8,-27.9,-29.1
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,-3,-4.5
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,-5.2,-7.6
8773,LUTSELK'E CS,NT,-110.69,62.4156,179,-39.3,-41.2
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,-32.1,-35.3
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,-28.2,-30.4
8776,CALGARY INT'L CS,AB,-114,51.1094,1082,-24,-27.1
8780,BRATT'S LAKE CLIMATE,SK,-104.71,50.2006,580,-31.5,-34.1
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,-34.4,-36.6
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,-32.1,-34
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,-24.8,-26.9
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,-17.9,-20.5
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,-19.1,-21.4
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,-26.4,-28.5
8800,L'ETAPE,QC,-71.2289,47.5622,791,-33.7,-35.9
8805,L'ACADIE,QC,-73.3494,45.2939,44,-24.1,-25.9
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,-26.7,-28.6
8810,CAP-D'ESPOIR,QC,-64.3169,48.4194,15,-22.1,-24
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,-33.6,-35.8
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,-18.7,-20.6
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,-18.1,-19.7
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,-14.2,-15.6
8845,ST JOHN'S WEST CDA CS,NL,-52.7847,47.5156,114,-12.4,-13.8
