history_id,station_name,province,lon,lat,elev (m),TJan2.5 (degC),TJan1.0 (degC)
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,-13.8,-15.2
8388,ROCKY HARBOUR CS,NL,-57.8778,49.57,68,-16.4,-18.1
8395,ST ANTHONY,NL,-56.1,51.3833,29,-22.2,-24.1
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,-15.5,-17.4
8430,TERRA NOVA NAT PARK CS,NL,-53.9744,48.5569,107,-16.3,-18.2
8444,TWILLINGATE (AUT),NL,-54.8,49.6833,92,-14.8,-17.0
8457,WRECKHOUSE,NL,-59.3083,47.7117,32,-12.0,-13.8
8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,-35.8,-37.8
8497,NAIN,NL,-61.6833,56.55,8,-27.9,-29.1
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,-3.0,-4.5
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,-5.2,-7.6
8773,LUTSELK'E CS,NT,-110.69,62.4156,179,-39.3,-41.2
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,-32.1,-35.3
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,-28.2,-30.4
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,-34.4,-36.6
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,-32.1,-34.0
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,-24.8,-26.9
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,-17.9,-20.5
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,-19.1,-21.4
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,-26.4,-28.5
8800,L'ETAPE,QC,-71.2289,47.5622,791,-33.7,-35.9
8805,L'ACADIE,QC,-73.3494,45.2939,44,-24.1,-25.9
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,-26.7,-28.6
8810,CAP-D'ESPOIR,QC,-64.3169,48.4194,15,-22.1,-24.0
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,-33.6,-35.8
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,-18.7,-20.6
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,-18.1,-19.7
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,-14.2,-15.6
11161122,LYTTON COMPOSITE,BC,-121.582,50.2244,225,-16.1,-18.5
14611470,KAMLOOPS COMPOSITE,BC,-120.442,50.7022,345,-19.0,-22.3
19511952,FORT SIMPSON COMPOSITE,NT,-121.237,61.7603,169,-41.2,-43.6
21632165,CAMBRIDGE BAY COMPOSITE,NU,-105.138,69.1081,31,-41.5,-42.7
39378784,REGINA COMPOSITE,,-104.667,50.4333,577,-33.0,-35.1
39853998,WYNYARD COMPOSITE,SK,-104.2,51.7667,561,-32.8,-35.2
42004202,NORTH BATTLEFORD COMPOSITE,SK,-108.256,52.7719,548,-34.0,-36.7
49474950,THE PAS COMPOSITE,MB,-101.1,53.9667,270,-34.4,-36.3
52245228,THUNDER BAY COMPOSITE,ON,-89.3272,48.3694,199,-29.9,-32.3
78217859,ST LEONARD COMPOSITE,NB,-67.8319,47.1578,242,-27.1,-28.9
82378238,BONAVISTA COMPOSITE,NL,-53.1142,48.6672,26,-13.4,-15.1
82478249,BURGEO COMPOSITE,NL,-57.6167,47.6167,11,-14.6,-16.4
